"DEAD END (""GROOVE RADAR"" Special) CDP IX",100.0
Pluto Relinquish CDP IX,100.0
Pluto The First CDP IX,82.55910417368148
Neutrino CDP IX,82.51520517847312
ENDYMION EDP IX,82.44598049532286
Lachryma《Re:Queen’M》 EDP IX,82.40690723493141
Avenger CDP IX,82.33533314103806
Shiny World CDP EX,68.72095201367921
Tohoku EVOLVED CDP IX,68.71818556733609
Prey CDP IX,68.63041582428735
PARANOiA ～HADES～ CDP IX,66.67904223234929
DIGITALIZER CDP IX,64.85432923276882
量子の海のリントヴルム CDP IX,64.6006965275036
POSSESSION (20th Anniversary Mix) CDP IX,63.506780336408085
最速最高シャッターガール CDP IX,63.06196133311439
"Over The ""Period"" EDP IX",62.89085334917745
Pluto Relinquish EDP IX,61.60195488488289
888 CDP IX,61.1454843182473
Trigger CDP IX,61.06563345387925
Blew My Mind CDP IX,61.064194373179326
MAXX UNLIMITED(X-Special) CDP IX,60.96246718609546
The World Ends Now CDP IX,60.718604051372616
Pluto The First EDP IX,58.60304346478015
Healing-D-Vision CDP IX,58.433911382945794
HyperTwist CDP IX,58.005308225661224
ドーパミン EDP IX,57.12054178247199
New Decade CDP IX,56.91840482319702
Valkyrie dimension EDP IX,56.78151117007773
New Century CDP IX,56.40057391392086
Trigger EDP EX,55.46957667497191
BITTER CHOCOLATE STRIKER CDP IX,55.43486770469032
MAX. (period) CDP IX,55.38540572126826
Fascination MAXX CDP IX,55.3032233387928
CHAOS Terror-Tech Mix CDP IX,54.54573371250948
Astrogazer CDP IX,54.11921209628798
Yuni's Nocturnal Days CDP IX,53.91679328833199
ΔMAX CDP IX,53.651586863942434
Plan 8 CDP IX,53.61421821415383
伐折羅-vajra- CDP IX,52.52044086968575
Ambivalent Vermilia EDP IX,52.33225810265545
Triple Journey -TAG EDITION- CDP IX,51.952275813711935
灼熱Beach Side Bunny CDP IX,51.55773217572508
First Time CDP IX,51.31683398941469
嘆きの樹 CDP IX,51.23155352524462
Battle Against a True Hero CDP IX,50.98290113127577
Come to Life CDP IX,50.94016581029197
UNBELIEVABLE (Sparky remix) CDP IX,50.527692117116565
Avenger EDP IX,50.03216952968628
SWEET HOME PARTY EDP EX,49.87622419187275
Eon Break CDP IX,49.8668849275238
Prey EDP IX,49.73853353596074
Cosy Catastrophe CDP IX,49.65237647237341
VOLAQUAS EDP IX,49.40987921392153
鳳 EDP IX,49.28046947818373
ｍｅｍｏｒｙ／／ＤＡＴＡＭＯＳＨＥＲ EDP EX,48.92585191424514
MAX 300(X-Special) CDP IX,48.66562099239378
New Millennium CDP IX,48.539802578051535
Firestorm CDP EX,48.45466865092019
Neutrino EDP EX,47.45452226429178
Evans EDP IX,47.395098872036286
IX CDP IX,46.9160406552121
BREAKING THE FUTURE EDP IX,46.52701188311042
Glitch Angel CDP IX,46.18727353148637
トランスダンスアナーキー CDP IX,46.16143887516504
最小三倍完全数 EDP IX,46.02484488193432
Concertino in Blue EDP EX,45.62526928889862
HAPPY☆LUCKY☆YEAPPY EDP EX,45.5718934075985
Anti-Matter CDP IX,45.53465365185818
CRAZY♥LOVE CDP IX,45.31559495165233
ACE FOR ACES CDP IX,45.25229072866658
snow prism CDP EX,45.2142833218855
Spanish Snowy Dance EDP EX,45.09075779511066
We're so Happy EDP EX,44.34594783248173
SISYPHUS CDP IX,44.30952222868595
EGOISM 440 EDP IX,44.21312330087647
The legend of MAX(X-Special) CDP IX,43.63676523159281
Tohoku EVOLVED EDP IX,43.389242680998144
DDR MEGAMIX EDP EX,43.29567151278471
PRANA+REVOLUTIONARY ADDICT (U1 DJ Mix) EDP EX,42.86833742045004
ホーンテッド★メイドランチ CDP IX,42.7700598101928
Rise As One EDP IX,42.62123167809895
ENDYMION DDP EX,42.37928908883842
Monkey Business CDP EX,42.22008849163716
鳳 DDP EX,42.08394246826887
Fascination ～eternal love mix～ CDP IX,42.00395080614135
Come To m1dy CDP IX,41.97237747145945
New York EVOLVED (Type A) EDP EX,41.694861837373274
シュレーディンガーの猫 CDP IX,41.67127398944071
Lightspeed CDP IX,41.66275566239933
HAPPY☆LUCKY☆YEAPPY CDP IX,41.397495693823146
Remain EDP EX,41.384480162100154
Spanish Snowy Dance CDP IX,41.34785312757364
NGO EDP EX,41.18106525283183
TAKE ME HIGHER EDP EX,41.03020817517907
び CDP IX,41.02588873067262
Fascination MAXX EDP IX,40.93620644498463
New Generation CDP IX,40.815721826192394
世界の果てに約束の凱歌を -DDR Extended Megamix- EDP IX,40.815218044026935
冥 CDP IX,40.801118414113304
PRANA CDP EX,40.768149280985
Blew My Mind EDP EX,40.58034100188912
TRIP MACHINE EVOLUTION CDP IX,40.56170640376228
GLITTER EDP EX,40.39648337057743
†渚の小悪魔ラヴリィ～レイディオ† EDP EX,39.85407224942785
"Reach The Sky, Without you EDP IX",39.787250772698506
roppongi EVOLVED ver.B EDP EX,39.75544557686235
Idola CDP IX,39.723334125559646
Elemental Creation CDP IX,39.645836910021174
MAX. (period) EDP EX,39.59558328246638
AWAKE CDP EX,39.59485945130379
glacia EDP EX,39.312862176375795
"Over The ""Period"" DDP EX",39.16745290074354
out of focus CDP EX,39.157332020103105
roppongi EVOLVED ver.A EDP EX,39.07938189233504
Death by Glamour CDP IX,38.862075687825275
Emera CDP IX,38.58925956467722
roppongi EVOLVED ver.D EDP EX,38.57449751758671
Black Emperor CDP IX,38.50640021661344
DEADLOCK -Out Of Reach- EDP IX,38.346307371497836
The History of the Future EDP IX,38.12734655096355
Straight Oath CDP EX,38.12228977365987
STULTI EDP EX,37.89309984370947
Golden Arrow CDP IX,37.85797608120486
Boss Rush EDP EX,37.79841222825917
Programmed Universe CDP EX,37.59245465184931
バンブーソード・ガール CDP IX,37.588379566196764
POSSESSION EDP IX,37.569558242694534
New Era CDP IX,37.526692498255656
SABER WING (Akira Ishihara Headshot mix) CDP IX,37.36090369387181
GAIA EDP EX,37.276732221538445
WARNING×​WARNING×​WARNING CDP IX,37.27425717394003
London EVOLVED ver.B CDP IX,37.254881979492616
患部で止まってすぐ溶ける～狂気の優曇華院 CDP IX,37.068444363188405
最終鬼畜妹フランドール・Ｓ EDP EX,36.7410590602804
MEGALOVANIA CDP IX,36.73840242906405
Fascination ～eternal love mix～ EDP IX,36.65968213440852
chaos eater EDP EX,36.36291084189135
Air Heroes CDP IX,36.17362091471783
Catch Our Fire! EDP IX,36.14710763372522
suspicions EDP IX,36.03222767610419
TRIP MACHINE (xac nanoglide mix) EDP EX,35.78291540425395
Rave in the Shell EDP EX,35.771669845226306
嘆きの樹 EDP EX,35.771161335829426
VANESSA EDP EX,35.713746020268374
Give Me CDP EX,35.537833843092926
Cosy Catastrophe EDP EX,35.13805626417384
Good Sound United EDP EX,35.055234055318834
ZETA～素数の世界と超越者～ CDP IX,34.91593536023888
